qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
7932,Woman works out at the gym.,6,1,2,works,Woman|gym,train
8198,Woman walks around bathroom to kneel in front of camera.,10,2,4,walks|kneel,Woman|bathroom|front|camera,train
611,A woman walks around an empty restaurant and talks to the waitress about it.,14,1,4,walks,woman|restaurant|talks|waitress,train
2179,A girl explaining about her cleaning routine when she check into a hotel,13,2,4,explaining|check,girl|cleaning|routine|hotel,train
7645,Someone is navigating through a menu on a black tablet like device on the wall.,15,1,4,navigating,menu|tablet|device|wall,train
1624,A little kid playing on the beach water,8,0,4,,kid|playing|beach|water,train
1691,Girl in pink dress works up the courage to pet the dog.,12,2,4,works|pet,Girl|dress|courage|dog,train
2849,A child is playing is water.,6,1,2,playing,child|water,train
7160,Old woman talks on a zebra print couch.,8,1,4,talks,woman|zebra|print|couch,train
7227,husband and wife cook and enjoy pasta,7,2,3,cook|enjoy,husband|wife|pasta,train
120,Computer screen shows an Excel spreadsheet.,6,1,4,shows,Computer|screen|Excel|spreadsheet,train
4912,A woman is showing her cluttered art studio with compartments for differnet items.,13,1,6,showing,woman|art|studio|compartments|differnet|items,train
1490,Boy making a mess and mom scold on him,9,2,2,making|scold,mess|mom,train
2816,A family plays a game in the house by bouncing balls off the stair wall.,15,2,6,plays|bouncing,family|game|house|balls|stair|wall,train
6056,The final challenge: use a Door Pong ball to knock down two Jenga towers independently,15,2,6,use|knock,challenge|Door|Pong|ball|Jenga|towers,train
7164,Vloggers cut the food and eat it.,7,2,2,cut|eat,Vloggers|food,train
8658,A young boy wearing orange runs around and plays.,9,1,3,wearing,boy|runs|plays,train
2099,A woman orders burger and fries.,6,1,3,orders,woman|burger|fries,train
2325,A lady unpacking a chocolate cupcake with creams on top,10,1,5,unpacking,lady|chocolate|cupcake|creams|top,train
4448,Woman in black top swims in a pool.,8,0,3,,Woman|swims|pool,train
9015,Woman walks around with Minnie Mouse ears on her head.,10,1,5,walks,Woman|Minnie|Mouse|ears|head,train
9039,Woman walks by a memorial then points to faces on it.,11,2,3,walks|points,Woman|memorial|faces,train
9726,Man in plaid shirt reports from  the side of a city street.,12,0,6,,Man|shirt|reports|side|city|street,train
9789,A group of men are addressing the people gathered in front of a podium that says DAI.,17,3,6,addressing|gathered|says,group|men|people|front|podium|DAI,train
10085,Headshot of Jeff Alson indicating that he is speaking on screen.,11,2,4,indicating|speaking,Headshot|Jeff|Alson|screen,train
423,A man is unscrewed a vent and cleaning it out.,10,1,2,cleaning,man|vent,train
2905,A man in black shirt is talking holds a machine then looks at a ceiling.,15,3,4,talking|holds|looks,man|shirt|machine|ceiling,train
4007,A man is sitting on the floor grinding some kind of spice.,12,2,4,sitting|grinding,man|floor|kind|spice,train
7098,A man is washing out a circular screen in the kitchen sink.,12,1,4,washing,man|screen|kitchen|sink,train
1638,Indian family enjoying shivratri party,5,1,2,enjoying,family|party,train
2954,A birthday celebration of a little girl,7,0,3,,birthday|celebration|girl,train
5075,Family eats dinner together at a restaurant.,7,1,3,eats,Family|dinner|restaurant,train
2489,A guy wearing a beanie hat ordering a pizza using his phone.,12,3,4,wearing|ordering|using,guy|hat|pizza|phone,train
6097,Some people are on the side of the road deal with a flat tire on their red SUV.,18,0,6,,people|side|road|deal|tire|SUV,train
6150,Boys are throwing a football.,5,1,2,throwing,Boys|football,train
8561,A soccer player attempts to kick a goal.,8,2,3,attempts|kick,soccer|player|goal,train
3613,Women are showing the drinks they got and sushi.,9,2,3,showing|got,Women|drinks|sushi,train
4730,Girls sharing some footage of Beverly hills,7,1,4,sharing,Girls|footage|Beverly|hills,train
5044,Women are dancing on the Hollywood stars.,7,1,3,dancing,Women|Hollywood|stars,train
6211,Stars on the walk of fame.,6,0,3,,Stars|walk|fame,train
6677,"A woman is showing the pizza, salad and dessert she has ordered at a restaurant.",15,2,5,showing|ordered,woman|pizza|salad|dessert|restaurant,train
7178,The wing of an airplane can be seen from a passengers window as the airplane takes off.,17,2,5,seen|takes,wing|airplane|passengers|window|airplane,train
8181,Woman with black top poses for pictures with a friend and by herself.,13,0,4,,Woman|poses|pictures|friend,train
8793,A video about a day life of the woman in brown blouse,12,0,5,,video|day|life|woman|blouse,train
1466,Asian man has a professional streaming set up.,8,2,2,has|set,man|streaming,train
3633,Asian man speaks into his professional set up.,8,1,2,speaks,man|set,train
4949,Asian man speaks into his professional mic set up.,9,2,2,speaks|set,man|mic,train
8302,A lady feeds the man a secret sweet and he guesses what it is!,14,2,2,feeds|guesses,lady|man,train
8379,A boy is sharing important tips and tricks to make a you tube video,14,2,5,sharing|make,boy|tips|tricks|tube|video,train
1128,Woman is walking around a fountain.,6,1,2,walking,Woman|fountain,train
3053,A young woman talks about her microphone and points at it.,11,2,2,talks|points,woman|microphone,train
6520,A woman is relaxing on her hotel bed wearing a white robe and towel on her head.,17,3,5,relaxing|wearing|towel,woman|hotel|bed|robe|head,train
8988,two teens retrieve a cupcake two teens retrieve a cupcake from a vending machinefrom a vending machine,17,4,5,retrieve|retrieve|vending|vending,teens|cupcake|teens|cupcake|machine,train
664,Man in pink chair is sitting on a chair.,9,1,3,sitting,Man|chair|chair,train
3568,Man and woman talk from the opposite side of a tree.,11,1,4,talk,Man|woman|side|tree,train
8174,Man rolls his suitcase behind him.,6,1,2,rolls,Man|suitcase,train
5542,Woman opens her suitcase and packs it.,7,2,2,opens|packs,Woman|suitcase,train
5704,Masked woman stands outside a white car.,7,1,2,stands,woman|car,train
6776,A woman in a purple head covering is waiting in an airport lobby.,13,1,5,waiting,woman|head|covering|airport|lobby,train
9335,A weatherman in a black suit follows a bright teal colored radar pattern over a map behind him.,18,2,5,follows|colored,weatherman|suit|radar|pattern|map,train
1888,Tokyo market with American tourist,5,0,3,,Tokyo|market|tourist,train
5857,A woman walks down the sidewalk with her red coffee cup in her hand.,14,1,5,walks,woman|sidewalk|coffee|cup|hand,train
7718,Woman in white jacket walks down the street.,8,1,3,walks,Woman|jacket|street,train
2055,A guy capturing top view of his villa from a closed view to a far view,16,1,5,capturing,guy|view|villa|view|view,train
4603,A guy talking about the nearby villas from a top floor,11,1,3,talking,guy|villas|floor,train
6609,A woman wearing a black tank top sits on a white sofa and talks to the camera.,17,2,6,wearing|sits,woman|tank|top|sofa|talks|camera,train
2847,Indian boys having KFC and giving reviews,7,2,3,having|giving,boys|KFC|reviews,train
5025,A man in a red long sleeve shirt is checking out his outfit in the mirror.,16,1,5,checking,man|sleeve|shirt|outfit|mirror,train
5316,A man in black is demonstrating the use of a blue and white smartphone app.,15,1,4,demonstrating,man|use|smartphone|app,train
177,Woman in red shirt opens her food.,7,1,3,opens,Woman|shirt|food,train
1506,Asian American girl  sharing some video of rugby,8,1,3,sharing,girl|video|rugby,train
1789,Asian girl catching some movements of rugby match,8,1,4,catching,girl|movements|rugby|match,train
1339,Professional vlogger giving tips to newbies,6,1,3,giving,vlogger|tips|newbies,train
3588,Artist makes calendars from markers and construction paper.,8,1,5,makes,Artist|calendars|markers|construction|paper,train
4138,Two men are talking in front of a prominent red door.,11,1,3,talking,men|front|door,train
7010,Man wearing sunglasses indoors sits between two radiators.,8,2,4,wearing|sits,Man|sunglasses|indoors|radiators,train
8519,A guy with sunglasses on the head is meeting his friend Roger,12,1,5,meeting,guy|sunglasses|head|friend|Roger,train
1599,A guy with a white baseball cap walking around at the mall and some clothing stores,16,1,6,walking,guy|baseball|cap|mall|clothing|stores,train
1709,Black man having drugs and party,6,1,3,having,man|drugs|party,train
2979,A group of performers smoking and hanging out at a backstage of a concert.,14,2,4,smoking|hanging,group|performers|backstage|concert,train
7069,Wiz raps for the crowd.,5,1,2,raps,Wiz|crowd,train
7121,Wiz smokes on the bus.,5,1,2,smokes,Wiz|bus,train
3113,People preparing different foods in a market beside some displays of food.,12,1,5,preparing,People|foods|market|displays|food,train
4233,A muscular guy is shirtless and examining a sandwich he is holding before eating it.,15,3,3,examining|holding|eating,guy|shirtless|sandwich,train
4406,Vlogger giving reviews on departure from Delhi Airport to USA,10,1,6,giving,Vlogger|reviews|departure|Delhi|Airport|USA,train
5434,Man is wearing a yellow vest in a airport.,9,1,3,wearing,Man|vest|airport,train
6599,A man with glasses and a backpack on gets into a gray elevator and rides it up several floors.,19,2,5,gets|rides,man|glasses|backpack|elevator|floors,train
9089,Footage of the plane landing from the window.,8,0,4,,Footage|plane|landing|window,train
9835,President Trump is being interviewed in a room with a large white firepalce.,13,1,4,interviewed,President|Trump|room|firepalce,train
9844,A girl is working with her laptop sitting on the sofa at her home.,14,2,4,working|sitting,girl|laptop|sofa|home,train
10237,A man in a suit is talking.,7,1,2,talking,man|suit,train
4893,Some kids unwrap presents as a woman shows off presents around the house.,13,1,6,shows,kids|unwrap|presents|woman|presents|house,train
5338,A child in green pajamas is eating at the table with a knife and fork.,15,1,5,eating,child|pajamas|table|knife|fork,train
5369,A woman prepares a turkey in the kitchen.,8,1,3,prepares,woman|turkey|kitchen,train
7300,Dog tears at wrapping paper,5,1,3,wrapping,Dog|tears|paper,train
7501,Boy unwraps a large Christmas present on the floor.,9,1,3,unwraps,Christmas|present|floor,train
5718,Woman holds her purse while looking down.,7,2,2,holds|looking,Woman|purse,train
6572,A young woman in a white shirt talks inside a car.,11,0,4,,woman|shirt|talks|car,train
878,Vloggers go on a tour of the colosseum.,8,1,3,go,Vloggers|tour|colosseum,train
4725,A woman walking with her friends outside St. Peter's Basilica,10,1,5,walking,woman|friends|St.|Peter|Basilica,train
6332,Three young women sitting next to each other in the backseat of a car,14,1,3,sitting,women|backseat|car,train
4766,Asian man wears a baseball cap walking down the street.,10,2,4,wears|walking,man|baseball|cap|street,train
5400,Asian man in baseball cap waves around chopsticks while talking.,10,1,5,talking,man|baseball|cap|waves|chopsticks,train
6398,A guy is walking on the streets while talking to the camera.,12,2,3,walking|talking,guy|streets|camera,train
2186,A drone's view of the beautiful sights in Koh Samui Surat Thani province,13,0,8,,drone|view|sights|Koh|Samui|Surat|Thani|province,train
4374,A video capture of sea water and hill,8,0,5,,video|capture|sea|water|hill,train
287,A woman is dying her hair and wearing one plastic glove and one cloth one.,15,2,5,dying|wearing,woman|hair|plastic|glove|cloth,train
440,Girls sharing some dying and hair styling tips,8,1,5,sharing,Girls|dying|hair|styling|tips,train
5120,The man in the wool cap is brushing hair dye into the woman's hair.,14,1,7,brushing,man|wool|cap|hair|dye|woman|hair,train
7054,Man gives the woman a haircut.,6,1,3,gives,Man|woman|haircut,train
8452,A video showing a man in a black t-shirt dying the woman's hair in a black t-shirt,17,2,8,showing|dying,video|man|t|shirt|woman|hair|t|shirt,train
1740,Woman wears mask under chins when receiving help from store employees.,11,2,6,wears|receiving,Woman|mask|chins|help|store|employees,train
3710,Woman watching a man putting together an Apple Watch,9,2,4,watching|putting,Woman|man|Apple|Watch,train
295,A bottle of wine is in a circular ten table.,10,0,3,,bottle|wine|table,train
1317,Girls having drink in car,5,0,3,,Girls|drink|car,train
1477,Two women are kneeling on the floor.,7,1,2,kneeling,women|floor,train
8908,A woman shows off her new bag.,7,1,2,shows,woman|bag,train
